  Frame    r_f (m) (Cam 1)    v_f (m/s) (Cam 1)    r_p (m) (Cam 1)    v_p (m/s) (Cam 1)    r_f (m) (Cam 2)    v_f (m/s) (Cam 2)    r_p (m) (Cam 2)    v_p (m/s) (Cam 2)
      0          0.0630178           0.136601            0.0619919           0.00560743          0.0618849          0.120909             0.0611137          0.000221647
      1          0.0635869           0.160563            0.0620153           0.0140726           0.0623886          0.139084             0.0611146          0.011304
      2          0.0643558           0.193384            0.0621092           0.00647921          0.0630439          0.168618             0.0612079          0.00382342
      3          0.0651985           0.206482            0.0620693          -0.00604241          0.0637938          0.207684             0.0611465         -0.00592907
      4          0.0660765           0.21467             0.0620588           0.0170241           0.0647746          0.238326             0.0611585          0.0219985
      5          0.0669874           0.223407            0.0622111           0.0108129           0.0657798          0.240321             0.0613298          0.022331
      6          0.0679382           0.230301            0.0621489           0.00525677          0.0667773          0.242427             0.0613446          0.0121352
      7          0.0689066           0.234022            0.062255            0.0425192           0.0678001          0.237163             0.0614309          0.0229405
      8          0.0698884           0.246633            0.0625033           0.0774072           0.0687536          0.223365             0.0615358          0.0284263
      9          0.0709618           0.259681            0.0629              0.111174            0.0696614          0.216937             0.0616678          0.0324713
     10          0.0720524           0.255598            0.0634297           0.151953            0.0705614          0.21993              0.0618064          0.0324159
     11          0.0730918           0.249839            0.0641663           0.188305            0.0714942          0.219708             0.061938           0.0650535
     12          0.0741344           0.244518            0.0649989           0.219084            0.0723923          0.218655             0.0623485          0.0950313
     13          0.0751295           0.247211            0.065992            0.248002            0.0733163          0.229848             0.0627299          0.0823974
     14          0.0761945           0.262127            0.0670656           0.256051            0.0743077          0.239822             0.0630351          0.0985222
     15          0.0773139           0.273648            0.0681257           0.272749            0.0753148          0.24758              0.0635509          0.143517
     16          0.0784749           0.279612            0.0693385           0.28047             0.0763709          0.253287             0.0642311          0.171832
     17          0.079644            0.291325            0.070463            0.262116            0.0774256          0.25628              0.0649828          0.197377
     18          0.0809026           0.306603            0.0715228           0.268146            0.0785066          0.269301             0.0658759          0.225471
     19          0.082199            0.315193            0.0726975           0.24806             0.0796697          0.282545             0.0668618          0.245973
     20          0.0835292           0.313391            0.07359             0.275116            0.0808611          0.298947             0.0679257          0.264314
     21          0.0848106           0.318934            0.0749902           0.312645            0.082161           0.308145             0.0690644          0.28393
     22          0.086187            0.329743            0.0761954           0.320765            0.083429           0.321998             0.0702917          0.276782
     23          0.0875584           0.334893            0.0776632           0.322627            0.0848443          0.334687             0.0713709          0.309974
     24          0.0889778           0.340523            0.0788839           0.316139            0.086218           0.334022             0.0728749          0.312578
     25          0.0903961           0.344389            0.0802977           0.316834            0.0876278          0.333468             0.0739757          0.309143
     26          0.0918477           0.347938            0.0815242           0.329164            0.0889969          0.325822             0.0754511          0.335906
     27          0.0932956           0.350906            0.0830407           0.35371             0.090343           0.320668             0.0767749          0.336461
     28          0.0947719           0.353478            0.0844718           0.354748            0.0916692          0.32898              0.0782549          0.346933
     29          0.0962413           0.356241            0.085997            0.373117            0.0930845          0.337126             0.079666           0.346102
     30          0.0977405           0.366333            0.0875811           0.415332            0.0944786          0.334521             0.0811391          0.342833
     31          0.099294            0.368659            0.0894581           0.380865            0.0958722          0.342944             0.082523           0.351533
     32          0.100813            0.361021            0.090755            0.361972            0.0973364          0.348762             0.0840685          0.316291
     33          0.102303            0.363775            0.0924745           0.377935            0.0987785          0.345548             0.0851587          0.359346
     34          0.103844            0.360671            0.0939044           0.380283            0.100216           0.337513             0.0870631          0.37342
     35          0.105308            0.353192            0.0956435           0.376794            0.101591           0.327761             0.0882706          0.317621
     36          0.106787            0.352483            0.0970444           0.372016            0.102947           0.32222              0.0897099          0.325766
     37          0.108245            0.345765            0.0987437           0.404524            0.104276           0.321666             0.0909853          0.346102
     38          0.109669            0.348916            0.100415            0.412308            0.105628           0.317344             0.0925941          0.335851
     39          0.111153            0.348893            0.10218             0.397116            0.106921           0.311858             0.0937841          0.348762
     40          0.112576            0.345339            0.103725            0.386824            0.108227           0.316069             0.0955004          0.338566
     41          0.114031            0.348117            0.105403            0.412844            0.109555           0.322885             0.0966054          0.32427
     42          0.115477            0.350081            0.107165            0.416887            0.110917           0.32826              0.0982027          0.317731
     43          0.116948            0.353167            0.108877            0.396606            0.11229            0.334133             0.0992532          0.316845
     44          0.11842             0.355131            0.11047             0.390276            0.113702           0.345105             0.100843           0.346435
     45          0.119908            0.351696            0.112129            0.375576            0.115166           0.352198             0.10214            0.353361
     46          0.121351            0.344657            0.1136              0.371463            0.116637           0.349261             0.103788           0.353971
     47          0.12278             0.35828             0.115225            0.379758            0.118077           0.344274             0.10509            0.362172
     48          0.124337            0.364269            0.116765            0.386946            0.119506           0.342279             0.106806           0.367048
     49          0.125815            0.36267             0.11845             0.393292            0.120929           0.3384               0.108149           0.356852
     50          0.127359            0.365016            0.120042            0.399971            0.122326           0.322386             0.10978            0.32898
     51          0.128857            0.363594            0.121783            0.381953            0.123615           0.31618              0.11089            0.312855
     52          0.130389            0.362472            0.123225            0.373005            0.124961           0.322109             0.112387           0.339065
     53          0.131878            0.361132            0.124891            0.372748            0.1263             0.31219              0.113716           0.321056
     54          0.133398            0.356381            0.126331            0.375839            0.127562           0.310528             0.115062           0.279996
     55          0.134848            0.343949            0.128023            0.382893            0.128887           0.316124             0.116049           0.302881
     56          0.136265            0.33649             0.129522            0.38606             0.130197           0.311636             0.117586           0.334133
     57          0.137652            0.331912            0.13124             0.36513             0.131484           0.313298             0.118833           0.334355
     58          0.139031            0.333333            0.132565            0.353672            0.132807           0.309752             0.120372           0.31485
     59          0.14043             0.331355            0.134187            0.367924            0.134066           0.299944             0.121457           0.319505
     60          0.141792            0.333639            0.135631            0.348356            0.135307           0.294403             0.123035           0.311248
     61          0.14321             0.330953            0.13709             0.350151            0.136519           0.293627             0.124051           0.29058
     62          0.14455             0.318831            0.138549            0.345821            0.137754           0.284096             0.125457           0.272682
