  Frame    r_f (m) (Cam 1)    v_f (m/s) (Cam 1)    r_p (m) (Cam 1)    v_p (m/s) (Cam 1)    r_f (m) (Cam 2)    v_f (m/s) (Cam 2)    r_p (m) (Cam 2)    v_p (m/s) (Cam 2)
      0          0.0619535             0.13828           0.0618054            0                  0.0614018             0.129161          0.0611699            0
      1          0.0625297             0.711945          0.0618054            0                  0.06194               0.673213          0.0611699            0.0217771
      2          0.0678864             1.39903           0.0618054            0                  0.0670119             1.93972           0.0613513            0.232092
      3          0.0741883             1.91149           0.0618054            0.102252           0.0781043             2.73919           0.063104             0.84287
      4          0.0838155             2.49532           0.0626575            0.344127           0.0898386             2.53135           0.0683752            2.16988
      5          0.0949826             2.55765           0.0646732            0.981349           0.0991989             2.21166           0.0811863            2.40492
      6          0.105129              2.37891           0.0708354            2.62713            0.108269              2.18425           0.0884162            2.583
      7          0.114807              2.26242           0.0865659            2.9704             0.117401              2.27726           0.102711             2.75539
      8          0.123983              2.30443           0.0955888            2.72587            0.127246              2.4179            0.111378             2.4297
      9          0.13401               2.59895           0.109281             2.84943            0.13755               2.52051           0.122959             2.45706
     10          0.145641              2.91499           0.119334             3.20941            0.148251              2.69038           0.131853             2.36003
     11          0.158302              3.15408           0.136027             2.70685            0.15997               2.96313           0.142626             2.35311
     12          0.171925              3.31429           0.141891             1.44244            0.172943              3.09181           0.151463             2.07338
     13          0.185921              3.30378           0.148047             0.981339           0.185735              3.07534           0.159904             1.60813
     14          0.199456              3.20715           0.150069             1.24208            0.198571              3.04804           0.164864             1.48052
     15          0.212647              2.76416           0.158398             0.203119           0.211135              2.48623           0.172242             0.950415
     16          0.222491              1.48716           0.151762             0.0461983          0.21929               1.95704           0.172784             0.130126
     17          0.22504               0.611888          0.158783             1.68503          nan                   nan               nan                  nan
