  Frame    r_f (m) (Cam 1)    v_f (m/s) (Cam 1)    r_p (m) (Cam 1)    v_p (m/s) (Cam 1)    r_f (m) (Cam 2)    v_f (m/s) (Cam 2)    r_p (m) (Cam 2)    v_p (m/s) (Cam 2)
      0          0.0634441          0.120924             0.0627811          0.0906356            0.0621343           0.136702            0.0615716           0.115836
      1          0.0639479          0.131322             0.0631588          0.111031             0.0627039           0.154924            0.0620542           0.11701
      2          0.0645384          0.147663             0.0637064          0.126739             0.0634253           0.18283             0.0625467           0.136071
      3          0.0651785          0.161077             0.0642149          0.131951             0.0642274           0.198585            0.0631882           0.146903
      4          0.0658807          0.175514             0.064806           0.14394              0.0650802           0.202861            0.0637709           0.043443
      5          0.0666411          0.18397              0.0654144          0.15434              0.065918            0.214213            0.0635502           0.012827
      6          0.0674138          0.191884             0.0660921          0.160162             0.0668653           0.212621            0.0638777           0.110172
      7          0.0682401          0.203835             0.0667491          0.178534             0.0676898           0.206692            0.0644683           0.160874
      8          0.0691124          0.211624             0.0675799          0.134566             0.0685877           0.216888            0.0652184           0.120442
      9          0.0700036          0.210325             0.0678705          0.118709             0.0694972           0.216628            0.065472            0.0825403
     10          0.0708652          0.206275             0.0685692          0.13099              0.070393            0.224756            0.0659062           0.17166
     11          0.0717226          0.21128              0.0689621          0.171965             0.0713702           0.234999            0.0669025           0.0807099
     12          0.0726258          0.201367             0.0700022          0.160611             0.0723513           0.243594            0.0665788          -0.126485
     13          0.0734007          0.190268             0.0703005          0.210709             0.0734001           0.256833            0.0658484           0.028448
     14          0.0742114          0.207781             0.0717581          0.27639              0.0744916           0.255565            0.0668158           0.122494
     15          0.0751322          0.219442             0.0726038          0.20787              0.0755298           0.246709            0.0668692           0.144419
     16          0.0760401          0.220345             0.0734904          0.133626             0.0765475           0.237463            0.0680193           0.400601
     17          0.0769684          0.222426             0.0737173          0.168682             0.0775087           0.222337            0.0702075           0.446875
     18          0.0778936          0.223189             0.0748961          0.231455             0.0784003           0.215708            0.0717433           0.294348
     19          0.0788283          0.2257               0.0756461          0.255571             0.0793063           0.223975            0.0726604           0.175074
     20          0.0797745          0.223926             0.0770258          0.229004             0.0802667           0.235507            0.0732023           0.217834
