  Frame    r_f (m) (Cam 1)    v_f (m/s) (Cam 1)    r_p (m) (Cam 1)    v_p (m/s) (Cam 1)    r_f (m) (Cam 2)    v_f (m/s) (Cam 2)    r_p (m) (Cam 2)    v_p (m/s) (Cam 2)
      0          0.0619936            0.283763           0.061698            0                   0.0613759             0.370092          0.0611408            0
      1          0.063176             0.562374           0.061698            0                   0.062918              0.61606           0.0611408            0
      2          0.0666801            0.907261           0.061698            0.00200673          0.0665098             0.882372          0.0611408            0
      3          0.0707365            1.03406            0.0617148           0.367558            0.0702711             0.916713          0.0611408            0.0501268
      4          0.0752973            1.20898            0.064761            0.956995            0.074149              0.993205          0.0615586            0.262352
      5          0.0808113            1.39463            0.0696897           1.2522              0.0785478             1.09058           0.0633271            0.727055
      6          0.0869192            1.49974            0.075196            1.36989             0.0832372             1.13377           0.0676174            1.17809
      7          0.0933091            1.53005            0.0811055           1.57317             0.0879958             1.16284           0.0731445            1.38288
      8          0.0996696            1.56184            0.0883058           1.76647             0.0929276             1.18736           0.0791414            1.47624
      9          0.106324             1.62996            0.0958261           1.68121             0.0978905             1.27303           0.0854466            1.37078
     10          0.113253             1.65512            0.102316            1.68989             0.103536              1.39574           0.0905646            1.46209
     11          0.120117             1.61076            0.109908            1.63516             0.109522              1.47445           0.0976306            1.50869
     12          0.126676             1.56156            0.115942            1.65019             0.115823              1.49925           0.103137             1.44478
     13          0.13313              1.482              0.12366             1.59839             0.122015              1.484             0.10967              1.56153
     14          0.139026             1.3917             0.129262            1.4871              0.12819               1.46062           0.11615              1.56337
     15          0.144728             1.30172            0.136052            1.57811             0.134187              1.43805           0.122699             1.50066
     16          0.149873             1.1593             0.142413            1.50386             0.140174              1.43366           0.128655             1.38348
     17          0.154388             1.0448             0.148585            1.34771             0.146134              1.38218           0.134227             1.30552
     18          0.15858              0.951463           0.153644            1.20431             0.151692              1.32017           0.139534             1.33216
     19          0.162317             0.863384           0.158621            1.08765             0.157136              1.26841           0.145329             1.21991
     20          0.165775             0.782409           0.162708            0.907478            0.162262              1.18118           0.1497               1.18492
     21          0.168837             0.704201           0.166183            0.706913            0.166979              1.1259            0.155203             1.24319
     22          0.171643             0.614711           0.168599            0.644216            0.171644              1.08283           0.16006              1.23814
     23          0.17396              0.52251            0.171551            0.577451            0.176003              0.998467          0.165521             1.24709
     24          0.175997             0.460627           0.173411            0.447827            0.179965              0.920185          0.170453             1.14559
     25          0.177798             0.367232           0.175283            0.446254            0.183671              0.859967          0.175068             1.04556
     26          0.179058             0.300034           0.17713             0.440831            0.187131              0.813855          0.179166             0.979208
     27          0.180299             0.308223           0.178957            0.38871             0.190453              0.767363          0.183228             0.890618
     28          0.181626             0.254204           0.180369            0.322216            0.193526              0.703348          0.186588             0.786676
     29          0.182417             0.226978           0.181642            0.302149            0.196314              0.637055          0.189783             0.710455
