  Frame    r_f (m) (Cam 1)    v_f (m/s) (Cam 1)    r_p (m) (Cam 1)    v_p (m/s) (Cam 1)    r_f (m) (Cam 2)    v_f (m/s) (Cam 2)    r_p (m) (Cam 2)    v_p (m/s) (Cam 2)
      0          0.0619489             0.244628          0.0617987            0                  0.0618415              1.00399          0.0613589             0
      1          0.0629681             0.804162          0.0617987            0                  0.0660248              1.07331          0.0613589             0
      2          0.0686502             1.30767           0.0617987            0.02926            0.0707858              1.14979          0.0613589             0.211411
      3          0.0738654             1.40739           0.0620425            0.520587           0.0756064              1.34667          0.0631207             0.868843
      4          0.0803785             1.59537           0.0661369            1.2622             0.082008               1.59457          0.0685993             1.54064
      5          0.0871601             1.59307           0.0725609            1.77978            0.0888945              1.70405          0.0759594             1.81099
      6          0.0936541             1.75363           0.0809684            2.17105            0.0962084              1.79291          0.0836909             2.00152
      7          0.101774              2.17617           0.090653             2.47496            0.103835               1.92116          0.0926387             2.22838
      8          0.111789              2.46365           0.101593             2.64017            0.112218               2.08952          0.102261              2.35416
      9          0.122304              2.4866            0.112654             2.63185            0.121248               2.21998          0.112257              2.47472
     10          0.132511              2.34454           0.123525             2.55642            0.130718               2.29673          0.122883              2.53618
     11          0.141842              2.1873            0.133958             2.45239            0.140387               2.31697          0.133392              2.54996
     12          0.150738              2.09129           0.143962             2.35165            0.150026               2.27461          0.144133              2.49496
     13          0.159269              1.99612           0.153555             2.198              0.159343               2.18026          0.154183              2.39
     14          0.167372              1.787             0.162278             2.01111            0.168195               2.06578          0.16405               2.30513
     15          0.174161              1.55131           0.170314             1.95121            0.176557               1.91465          0.173392              2.18091
     16          0.1803                1.35687           0.178538             1.87528            0.18415                1.79398          0.182224              2.1153
     17          0.185468              1.09883           0.185942             1.77781            0.191507               1.77796          0.19102               2.07606
     18          0.189457              1.04371           0.193354             1.68813            0.198967               1.67958          0.199524              1.85376
     19          0.194166              0.94589           0.200009             1.45345            0.205504               1.5689           0.206468              1.6664
     20          0.197339              0.692966          0.205466             1.03657          nan                    nan              nan                   nan
     21          0.199941              0.582813          0.208647             0.675806         nan                    nan              nan                   nan
     22          0.202196              0.62891           0.211097             0.21946          nan                    nan              nan                   nan
     23          0.205182              0.620261          0.210476             0.131599         nan                    nan              nan                   nan
     24          0.207365              0.559007          0.212194             0.308313         nan                    nan              nan                   nan
     25          0.20984               0.526121          0.213045             0.0381742        nan                    nan              nan                   nan
     26          0.211749              0.4582            0.212512            -0.128018         nan                    nan              nan                   nan
