  Frame    r_f (m) (Cam 1)    v_f (m/s) (Cam 1)    r_p (m) (Cam 1)    v_p (m/s) (Cam 1)    r_f (m) (Cam 2)    v_f (m/s) (Cam 2)    r_p (m) (Cam 2)    v_p (m/s) (Cam 2)
      0          0.0621054             0.171353          0.0619456            0                  0.0615994             0.468583          0.0613701            0
      1          0.0628193             0.737326          0.0619456            0                  0.0635518             1.06069           0.0613701            0.0357767
      2          0.0682498             1.49347           0.0619456            0.0286486          0.0704385             1.69668           0.0616682            0.224798
      3          0.0752649             1.85566           0.0621844            0.0831892          0.0776909             1.88007           0.0632434            0.857889
      4          0.0837136             2.12741           0.0626389            1.65526            0.0861058             2.12058           0.0688173            1.78299
      5          0.0929933             2.32833           0.0759782            2.82244            0.0953624             2.24283           0.0781016            2.16199
      6          0.103116              2.59566           0.0861592            2.52924            0.104796              2.2543            0.0868339            2.48752
      7          0.114624              2.88989           0.0970552            2.76009            0.114148              2.33272           0.098831             2.44451
      8          0.127199              3.18715           0.10916              3.32548            0.124235              2.55457           0.107205             3.02852
      9          0.141183              3.4287            0.124767             3.45533            0.135436              2.7584            0.124069             3.23991
     10          0.155771              3.43033           0.137954             2.79196            0.147222              2.89759           0.134204             2.44687
     11          0.16977               3.33244           0.148034             2.30483            0.159583              3.0142            0.144459             2.60762
     12          0.183542              3.18005           0.157161             1.94005            0.17234               3.05502           0.155934             2.50474
     13          0.19627               2.90214           0.164201             0.594647           0.185041              3.04922           0.165332             2.51863
     14          0.207726              2.55667           0.162117            -0.535218           0.19775               2.97586           0.176923             2.35933
     15          0.217576              1.87417           0.159741            -2.15393            0.20984               2.6329            0.184993             2.25656
     16          0.223344              1.38446           0.144167            -3.73764            0.219691              1.68857           0.195727             2.1385
     17        nan                   nan               nan                  nan                  0.223912              1.01287           0.202814             1.70075
