  Frame    r_f (m) (Cam 1)    v_f (m/s) (Cam 1)    r_p (m) (Cam 1)    v_p (m/s) (Cam 1)    r_f (m) (Cam 2)    v_f (m/s) (Cam 2)    r_p (m) (Cam 2)    v_p (m/s) (Cam 2)
      0          0.0625939           0.130702            0.0621836          0.0585715            0.0624818          0.132841             0.0615577         -0.00550228
      1          0.0631385           0.148152            0.0624277          0.0802997            0.0630353          0.154962             0.0615348         -0.00437937
      2          0.0638285           0.180105            0.0628528          0.112031             0.0637732          0.182754             0.0615212          0.0132504
      3          0.0646394           0.208835            0.0633613          0.130591             0.0645583          0.202742             0.0616452          0.0295888
      4          0.0655688           0.224228            0.0639411          0.146207             0.0654627          0.214701             0.0617678          0.0291396
      5          0.066508            0.231119            0.0645797          0.118088             0.0663474          0.215375             0.0618881          0.00432322
      6          0.0674948           0.238343            0.0649251          0.0446789            0.0672575          0.212624             0.0618038         -0.0136996
      7          0.0684942           0.242288            0.064952           0.0674073            0.0681193          0.214084             0.0617739          0.0325645
      8          0.0695139           0.245567            0.0654869          0.114642             0.0690415          0.230029             0.0620752          0.0907315
      9          0.0705405           0.248457            0.0659073          0.140149             0.0700362          0.233679             0.06253            0.122454
     10          0.0715844           0.248846            0.0666548          0.159766             0.0709888          0.232668             0.0630957          0.183877
     11          0.0726143           0.260516            0.0672387          0.208001             0.0719751          0.229299             0.0640623          0.205493
     12          0.0737553           0.266517            0.0683881          0.261905             0.0728997          0.225144             0.0648081          0.193647
     13          0.0748352           0.256125            0.0694213          0.262905             0.0738513          0.221607             0.065676           0.159735
     14          0.0758897           0.244011            0.070579           0.246456             0.0747464          0.22026              0.0661392          0.185169
     15          0.0768687           0.235675            0.0714751          0.248901             0.0756868          0.217789             0.0672191          0.24328
     16          0.0778537           0.243511            0.0726532          0.295581             0.0765613          0.222393             0.0681666          0.237946
     17          0.0788979           0.262127            0.0739382          0.30186              0.0775401          0.233903             0.069202           0.230703
     18          0.080038            0.276464            0.0751687          0.239621             0.0785105          0.243616             0.0700891          0.23716
     19          0.0812018           0.281577            0.0759351          0.213058             0.0795702          0.252094             0.0711783          0.239462
     20          0.0823845           0.285467            0.0769441          0.264683             0.0806113          0.263211             0.0720846          0.262369
     21          0.0835807           0.285578            0.0781408          0.286912             0.0817637          0.271128             0.0733647          0.278651
     22          0.0847643           0.2858              0.0793351          0.262183             0.0828707          0.26484              0.0744067          0.264278
     23          0.0859624           0.284689            0.0803256          0.264517             0.0839707          0.248894             0.075567           0.254846
     24          0.0871367           0.284411            0.0815394          0.25118              0.0849448          0.238619             0.0765304          0.272419
     25          0.0883324           0.291969            0.0824188          0.264739             0.0859592          0.257484             0.0778372          0.280392
     26          0.0895698           0.29847             0.0837455          0.271241             0.0870905          0.257821             0.078867           0.277809
     27          0.0908197           0.291302            0.0846791          0.263739             0.0881077          0.257541             0.0801523          0.298134
     28          0.0919973           0.279076            0.0859434          0.263127             0.0892367          0.265457             0.0813515          0.318571
     29          0.0931453           0.275631            0.0868719          0.27024              0.0903198          0.257091             0.082807           0.319413
     30          0.0942943           0.276409            0.0881954          0.289857             0.0913791          0.257091             0.0840132          0.298078
     31          0.0954487           0.282021            0.0892873          0.272797             0.0924622          0.266749             0.085291           0.289993
     32          0.0966444           0.284078            0.0904687          0.301971             0.093602           0.268714             0.0864298          0.290442
     33          0.097816            0.279465            0.0918038          0.304805             0.0947015          0.269724             0.0877114          0.26877
     34          0.0989733           0.272074            0.0930087          0.299026             0.0958497          0.269949             0.0886696          0.269107
     35          0.100083            0.270741            0.0942956          0.301193             0.0969511          0.280504             0.0899539          0.315146
