  Frame    r_f (m) (Cam 1)    v_f (m/s) (Cam 1)    r_p (m) (Cam 1)    v_p (m/s) (Cam 1)    r_f (m) (Cam 2)    v_f (m/s) (Cam 2)    r_p (m) (Cam 2)    v_p (m/s) (Cam 2)
      0          0.0625882             1.53533           0.0621642          -0.00292511          0.061472              1.09593           0.0610951            0.0312175
      1          0.0689854             1.5961            0.062152           -0.00146255          0.0660384             1.40377           0.0612252            0
      2          0.0758891             1.63955           0.062152            0.119835            0.0731701             1.64432           0.0610951            0.0437794
      3          0.0826484             1.75244           0.0631506           0.605358            0.079741              1.40131           0.06159              0.580678
      4          0.0904927             1.69193           0.0671966           1.33984             0.0848477             1.3949            0.0659341            1.19872
      5          0.0967478             1.65718           0.0743159           1.95151             0.0913652             1.72199           0.0715794            1.58108
      6          0.104303              2.04832           0.0834592           2.27024             0.0991976             1.9272            0.0791098            1.815
      7          0.113817              2.54451           0.0932346           2.33072             0.107425              2.14305           0.0867044            1.81014
      8          0.125507              2.7953            0.102882            2.29222             0.117056              2.39979           0.0941943            1.86493
      9          0.137111              2.21              0.112336            2.15163             0.127423              2.45956           0.102245             1.93575
     10          0.143923              1.4124            0.120812            1.98099             0.137553              2.40097           0.110326             1.9094
     11          0.148881              1.30423           0.128845            1.89945             0.147432              2.20196           0.118157             1.90288
     12          0.154792              1.4093            0.136641            1.77547             0.155902              0.703517          0.126183             1.87834
     13          0.160625              1.22496           0.14364             1.59185             0.153294              0.276361          0.13381              1.77774
     14          0.165                 1.06831           0.149906            1.51511             0.158205              1.31188           0.140997             1.69013
     15          0.169528              1.0341            0.156266            1.41317             0.164227              1.50186           0.147894             1.67623
     16          0.173618              0.909781          0.161683            1.3502              0.170721              1.58311           0.154966             1.62091
     17          0.177109              0.810746          0.167518            1.36286             0.177419              1.47818           0.161402             1.51058
     18          0.180374              0.799509          0.17304             1.3031              0.183039              1.27302           0.167554             1.44504
     19          0.183772              0.7155            0.178377            1.1556              0.188028              1.1621            0.173444             1.41067
     20          0.186336              0.602437          0.18267             1.15622             0.192723              1.07246           0.17931              1.31867
     21          0.188792              0.564176          0.188012            1.09816             0.196965              0.960099          0.184433             1.28008
     22          0.191038              0.525964          0.191821            0.994079            0.200724              0.902208          0.189977             1.33059
     23          0.193175              0.55365           0.196296            0.959155          nan                   nan               nan                  nan
     24          0.195652              0.557006          0.199814            0.612861          nan                   nan               nan                  nan
     25          0.197817              0.45809           0.201403            0.646163          nan                   nan               nan                  nan
     26          0.199469              0.327762          0.205199            0.453941          nan                   nan               nan                  nan
     27          0.200548              0.32249           0.205186            0.073597          nan                   nan               nan                  nan
     28          0.202156              0.388749          0.205812            0.179379          nan                   nan               nan                  nan
     29          0.203788              0.36997           0.206681            0.141718          nan                   nan               nan                  nan
     30          0.205239              0.382863          0.206993           -0.0461341         nan                   nan               nan                  nan
     31          0.206979              0.344128          0.206297           -0.203604          nan                   nan               nan                  nan
     32          0.208107              0.401586          0.205296            0.0403604         nan                   nan               nan                  nan
     33          0.210325              0.498282          0.206633            0.175736          nan                   nan               nan                  nan
     34          0.21226               0.464256          0.206761            0.0307187         nan                   nan               nan                  nan
