  Frame    r_f (m) (Cam 1)    v_f (m/s) (Cam 1)    r_p (m) (Cam 1)    v_p (m/s) (Cam 1)    r_f (m) (Cam 2)    v_f (m/s) (Cam 2)    r_p (m) (Cam 2)    v_p (m/s) (Cam 2)
      0          0.0625123          0.900081             0.0622434          0                    0.0614394           0.127835            0.0612202          0
      1          0.0662626          1.016                0.0622434          0.450688             0.0619721           0.474424            0.0612202          0.000910809
      2          0.070979           1.16063              0.0659991          1.20564              0.065393            0.894897            0.0612278          0.336249
      3          0.0759346          1.38167              0.0722904          1.66456              0.0694295           0.990264            0.0640223          0.915631
      4          0.0824929          1.69919              0.0798704          1.95028              0.0736452           1.07524             0.0688581          1.22772
      5          0.0900945          1.9623               0.0885427          2.14216              0.0783898           1.20414             0.0742533          1.39498
      6          0.0988454          2.19798              0.0977218          2.2565               0.0836797           1.41352             0.0804829          1.64096
      7          0.108411           2.30626              0.107347           2.31455              0.0901692           1.64599             0.0879279          1.84369
      8          0.118064           2.2434               0.11701            2.23915              0.0973963           1.80576             0.095847           1.93874
      9          0.127106           2.06107              0.126006           2.05107              0.105217            1.94099             0.104084           1.99939
     10          0.13524            1.8376               0.134102           1.84624              0.113571            2.05575             0.112509           2.05977
     11          0.142419           1.63524              0.141392           1.64929              0.122348            2.0864              0.121249           2.08586
     12          0.148867           1.41182              0.147846           1.40763              0.130958            2.0191              0.129891           2.025
     13          0.154184           1.17529              0.153122           1.17602              0.139174            1.92909             0.138124           1.94136
     14          0.158661           0.986077             0.157646           0.986992             0.147034            1.83223             0.146069           1.82885
     15          0.162402           0.807655             0.161347           0.808814             0.154443            1.69834             0.153364           1.69598
     16          0.165391           0.646538             0.164386           0.64821              0.161186            1.5442              0.160202           1.56091
     17          0.16779            0.535121             0.166749           0.53155              0.167311            1.38984             0.166372           1.3945
     18          0.169851           0.444534             0.168816           0.453719             0.172768            1.24084             0.171823           1.24352
     19          0.171494           0.364561             0.17053            0.369398             0.177652            1.08686             0.176734           1.08997
     20          0.172889           0.304342             0.171894           0.312004             0.181826            0.942152            0.180906           0.93524
     21          0.17403            0.242117             0.17313            0.240478             0.185503            0.806977            0.184528           0.809656
     22          0.174906           0.186038             0.173898           0.17544              0.18855             0.682196            0.187653           0.687661
     23          0.175581           0.132782             0.174592           0.132187             0.191188            0.579275            0.190259           0.577882
     24          0.176013           0.0886059            0.175              0.0898591            0.193378            0.481175            0.192469           0.480425
     25          0.176319           0.0502823            0.175341           0.0517593            0.195198            0.396202            0.194262           0.392987
     26          0.176432           0.0108158            0.175431           0.00526029           0.196679            0.306782            0.195744           0.30855
     27          0.176409           0.00993721           0.175384           0.0107191            0.197754            0.231345            0.196833           0.235524
     28          0.176515           0.0114775            0.17552            0.00779119           0.198607            0.172947            0.197706           0.171018
     29          0.176505          -0.00483077           0.175449          -0.00689793           0.199195            0.121298            0.198259           0.118887
     30          0.176474           0.00541578           0.175463           0.00764231           0.199618            0.0799369           0.198697           0.0795083
     31          0.17655            0.000746201          0.175513           0.00496254           0.199861            0.0457548           0.198921           0.046612
     32          0.176481          -0.0170136            0.175504          -0.010868             0.199999            0.0242704           0.199085           0.0266813
     33          0.176408          -0.00659793           0.175422          -0.00258052           0.200064            0.0137157           0.199143           0.0110369
     34          0.176426           0.000517791          0.175483          -0.00923032           0.200114            0.00830443          0.199177           0.00150016
     35          0.176412          -6.81287e-05          0.175346          -0.019205             0.200133            0.00498266          0.199156           0.00857232
     36          0.176425           0.013461             0.175323           0.0126059            0.200155            0.00867947          0.199249           0.0138764
     37          0.176525           0.0281069            0.175451           0.0268128            0.200205            0.00717932          0.199272           0.00610778
     38          0.176659           0.00955137           0.175546           0.00790008           0.200215            0.00123227          0.1993             0.00176804
     39          0.176604          -0.0038305            0.175516           0.000993721          0.200215            0.00412543          0.199286           0.00525055
     40          0.176627           0.00621834           0.175554           0.00650887           0.200249            0.0105011           0.199343           0.0128585
     41          0.176656           0.00422847           0.175571           0.00049686           0.200303            0.0109297           0.199393           0.0116262
     42          0.176663           0.00353202           0.175559           0.00695605           0.20034             0.00798297          0.19944            0.00573274
     43          0.176685           0.0146255            0.175629           0.015353             0.200369            0.0101261           0.199441           0.00685786
     44          0.176784           0.00965086           0.175687           0.00849631           0.200425            0.0101796           0.199498           0.0110369
     45          0.176766           0.0053229            0.175699           0.00809883           0.200454            0.00760793          0.199533           0.00760793
     46          0.176829           0.0107453            0.175754           0.0104838            0.200488            0.0115191           0.199561           0.0115726
     47          0.176855           0.00934134           0.175787           0.0133159            0.20055             0.0188055           0.19963            0.0158052
     48          0.176907           0.01587              0.175865           0.0169926            0.200645            0.0178947           0.199693           0.0146801
     49          0.176988           0.0157391            0.175928           0.0113284            0.200699            0.0151623           0.199752           0.0161267
     50          0.177038           0.00767034           0.175959           0.00139121           0.200771            0.0173054           0.199827           0.0178411
     51          0.177052           0.0100611            0.17594            0.00909255           0.200844            0.0192877           0.199901           0.0195556
     52          0.177122           0.0203214            0.176035           0.0220975            0.200932            0.0195556           0.19999            0.0192341
     53          0.177221           0.0189766            0.176124           0.0247978            0.201007            0.020895            0.200061           0.0211629
     54          0.17728            0.0142947            0.176242           0.0186451            0.201106            0.0206271           0.200166           0.0204128
     55          0.17734            0.0203712            0.176279           0.0163667            0.201179            0.0202521           0.200231           0.0190734
     56          0.17745            0.0199728            0.176378           0.0177695            0.201275            0.0219666           0.200325           0.0223416
