  Frame    r_f (m) (Cam 1)    v_f (m/s) (Cam 1)    r_p (m) (Cam 1)    v_p (m/s) (Cam 1)    r_f (m) (Cam 2)    v_f (m/s) (Cam 2)    r_p (m) (Cam 2)    v_p (m/s) (Cam 2)
      0          0.0628505              1.07971          0.0623288            0.0042872          0.0608889             0.133629          0.0606388           0
      1          0.0673493              1.18656          0.0623466            0                  0.0614457             0.392967          0.0606388           0.0110999
      2          0.0727385              1.25087          0.0623288           -0.0021436          0.0641636             0.896448          0.0607313           0.00237084
      3          0.0777732              1.23631          0.0623288            0.22244            0.0689161             1.17098           0.0606586           0.0144406
      4          0.0830411              1.27868          0.0641824            0.135761           0.0739218             1.19555           0.0608516           0.199312
      5          0.0884289              1.32287          0.0634601            0.318352           0.078879              1.18116           0.0623195           0.225392
      6          0.094065               1.42159          0.0668354            1.75989            0.0837649             1.20396           0.0627299           0.0238162
      7          0.100276               1.54389          0.0781259            2.18674            0.088912              1.27659           0.062518            1.27584
      8          0.106931               1.71142          0.0850582            2.2222             0.0944031             1.36297           0.0733619           1.97206
      9          0.114537               1.92281          0.0966442            2.31008            0.10027               1.47811           0.0789518           1.47321
     10          0.122954               2.08666          0.104309             2.39874            0.106721              1.60479           0.0856386           1.64256
     11          0.131926               2.20312          0.116634             2.0107             0.113643              1.70685           0.0926398           1.71848
     12          0.141314               2.24765          0.121065             1.88296            0.120944              1.75879           0.0999593           2.03731
     13          0.150656               2.20928          0.132325             2.23506            0.1283                1.78126           0.109617            2.24557
     14          0.159724               2.15322          0.13969              1.59022            0.135788              1.81499           0.118672            1.91332
     15          0.1686                 2.04444          0.145577             1.18656            0.143425              1.8776            0.125562            2.11226
     16          0.176761               1.87488          0.149578             1.094              0.151435              1.97588           0.136275            2.33226
     17          0.184224               1.65695          0.154694             0.873049           0.15989               2.02508           0.144997            1.8873
     18          0.190569               1.45429          0.156854            -0.431743           0.168311              2.06667           0.152002            1.91467
     19          0.196343               1.31952          0.151096            -0.514409           0.177113              2.09712           0.160953            1.88531
     20          0.201565               1.17931          0.152567            -0.823801           0.185787              2.06059           0.167713            1.67177
     21          0.206171               1.09967          0.144231            -0.852218           0.194284              2.01644           0.174884            1.60916
     22          0.210729               1.07032          0.145465            -0.398434           0.20259               1.9411            0.181123            1.7249
     23          0.21509                1.04663          0.14091             -1.09313            0.21046               1.69518           0.189258            1.65722
     24        nan                    nan              nan                  nan                  0.216717              1.19103           0.194933            1.45694
     25        nan                    nan              nan                  nan                  0.220385              0.880472          0.2014              1.55204
