  Frame    r_f (m) (Cam 1)    v_f (m/s) (Cam 1)    r_p (m) (Cam 1)    v_p (m/s) (Cam 1)    r_f (m) (Cam 2)    v_f (m/s) (Cam 2)    r_p (m) (Cam 2)    v_p (m/s) (Cam 2)
      0          0.0627392          0.146509             0.0619176          0.0156025            0.0627332          0.172623             0.0614712          0.000223604
      1          0.0633497          0.172347             0.0619826          0.0118402            0.0634524          0.188051             0.0614721          0.000223604
      2          0.0641755          0.21412              0.0620163         -0.00652871           0.0643003          0.195151             0.0614731         -0.0100622
      3          0.065134           0.235919             0.0619282         -0.0137767            0.0650787          0.194089             0.0613883         -0.0144225
      4          0.0661415          0.239294             0.0619015         -0.00320903           0.0659177          0.193697             0.0613529         -0.00424848
      5          0.0671281          0.225683             0.0619015          0                    0.0666928          0.185871             0.0613529          0
      6          0.0680222          0.216333             0.0619015          0                    0.0674666          0.187884             0.0613529          0
      7          0.0689309          0.215945             0.0619015          0                    0.0682585          0.180784             0.0613529          0
      8          0.0698217          0.216277             0.0619015          0                    0.0689731          0.172343             0.0613529          0
      9          0.0707332          0.229003             0.0619015          0                    0.0696947          0.183244             0.0613529          0.00195654
     10          0.0717301          0.224798             0.0619015          0.000221312          0.0705002          0.192971             0.0613692          0.00955909
     11          0.0726065          0.217218             0.0619033          0.0076906            0.0713028          0.199791             0.0614325          0.0221927
     12          0.0735402          0.227952             0.0619656          0.0198628            0.0721651          0.220418             0.0615541          0.0426526
     13          0.0745061          0.232931             0.0620689          0.0261148            0.0731396          0.236518             0.061788           0.0734541
     14          0.0754813          0.228118             0.0621832          0.0401682            0.0741361          0.246971             0.0621662          0.0957586
     15          0.0764071          0.228062             0.0624036          0.0641252            0.0751977          0.26458              0.062586           0.112753
     16          0.0773818          0.240124             0.0627176          0.0854265            0.0763409          0.275425             0.0631058          0.12097
     17          0.0784082          0.251964             0.0631155          0.101084             0.0774929          0.284928             0.063594           0.0753547
     18          0.0794815          0.266239             0.0635599          0.124543             0.0787153          0.300636             0.0637338          0.0812802
     19          0.0806268          0.287595             0.0641533          0.138984             0.0799982          0.311481             0.0642714          0.122815
     20          0.0818781          0.294511             0.0647181          0.146509             0.081311           0.309636             0.0647572          0.144001
     21          0.0830811          0.292851             0.0653742          0.146453             0.0825785          0.302593             0.0654714          0.172511
     22          0.0843186          0.302312             0.0659386          0.180757             0.0838326          0.304996             0.0661948          0.193362
     23          0.0856003          0.29678              0.0668806          0.209583             0.0851202          0.310531             0.0670827          0.209685
     24          0.0867917          0.287153             0.0676851          0.22939              0.0864203          0.313438             0.0679422          0.215722
     25          0.0879933          0.287872             0.0687921          0.246099             0.0877321          0.311649             0.0688804          0.226008
     26          0.0891907          0.288591             0.0697359          0.235255             0.0890174          0.315562             0.0698256          0.256027
     27          0.0903982          0.288868             0.0707526          0.264357             0.0903618          0.317127             0.071014           0.257425
     28          0.0915979          0.289753             0.0719389          0.291911             0.0916601          0.306394             0.0719708          0.269946
     29          0.0928128          0.291579             0.0731852          0.303419             0.0929151          0.302425             0.0732635          0.286214
     30          0.0940277          0.28328              0.0744674          0.293073             0.0941803          0.293872             0.0743559          0.294319
     31          0.0951735          0.284497             0.0756275          0.28173              0.095364           0.289512             0.0757162          0.318525
     32          0.0963985          0.295286             0.0768152          0.308565             0.0965929          0.292642             0.0770103          0.284537
     33          0.0976342          0.298993             0.0781988          0.303253             0.0978027          0.29309              0.0780873          0.276207
     34          0.0988901          0.300985             0.0793423          0.299159             0.0990353          0.286717             0.079312           0.278108
     35          0.100142           0.308399             0.0806918          0.289698             0.100192           0.277829             0.0804049          0.255077
     36          0.10146            0.305356             0.0817564          0.283778             0.101351           0.281798             0.0814377          0.261617
     37          0.102687           0.292575             0.0830566          0.277083             0.10254            0.290127             0.082585           0.277493
     38          0.103898           0.292685             0.0840654          0.25379              0.103768           0.29717              0.0837501          0.281406
     39          0.105126           0.294788             0.0851715          0.280126             0.105017           0.296388             0.0849301          0.265195
     40          0.106355           0.286931             0.0863998          0.295175             0.106238           0.289232             0.0859601          0.270617
     41          0.107517           0.279794             0.0876313          0.276308             0.107427           0.282357             0.0871852          0.27699
     42          0.108686           0.277802             0.0887024          0.278521             0.108591           0.270338             0.0882683          0.273971
     43          0.109832           0.273487             0.0899524          0.297388             0.10968            0.263127             0.0894683          0.260611
     44          0.110965           0.275423             0.0911806          0.331636             0.110784           0.25871              0.0904401          0.26145
     45          0.112127           0.266349             0.092716           0.329257             0.111836           0.250996             0.0916471          0.26799
     46          0.113185           0.259931             0.0939244          0.302368             0.112876           0.241884             0.0926733          0.274866
     47          0.114293           0.257165             0.0952357          0.303419             0.113851           0.24507              0.0939376          0.27727
     48          0.115328           0.256224             0.0964529          0.308177             0.114918           0.261226             0.0949839          0.264915
     49          0.116429           0.256501             0.0978039          0.306905             0.116028           0.256698             0.0961453          0.266648
     50          0.117466           0.2378               0.0990105          0.311386             0.117057           0.250381             0.097206           0.264692
     51          0.11841            0.229501             0.100399           0.336118             0.118115           0.242275             0.098351           0.27235
     52          0.119378           0.220648             0.101811           0.342038             0.119076           0.22366              0.0994756          0.282692
     53          0.120249           0.215945             0.103249           0.297776             0.119979           0.22176              0.100707           0.284593
     54          0.121178           0.216333             0.104293           0.252462             0.120924           0.216952             0.101847           0.286381
     55          0.122052           0.201505             0.105353           0.232544             0.121787           0.200182             0.103093           0.272406
     56          0.122857           0.207757             0.106231           0.248368             0.122592           0.194815             0.104117           0.270226
     57          0.123783           0.209195             0.107423           0.261204             0.12341            0.181846             0.105345           0.270114
     58          0.1246             0.181808             0.108407           0.246763             0.124107           0.169101             0.106368           0.26458
     59          0.125298           0.172402             0.109479           0.223802             0.124819           0.163902             0.10755            0.277996
     60          0.126037           0.177769             0.110273           0.220925             0.125473           0.147747             0.108685           0.265083
     61          0.12678            0.173287             0.11132            0.225738             0.12605            0.145846             0.109759           0.254015
     62          0.127481           0.165376             0.112154           0.238519             0.126689           0.147355             0.110802           0.256251
     63          0.128158           0.169691             0.113308           0.24787              0.127278           0.149647             0.111894           0.252394
     64          0.128895           0.165099             0.114219           0.254952             0.127936           0.159877             0.112905           0.252729
     65          0.129534           0.160285             0.115432           0.271716             0.128611           0.165188             0.114001           0.22925
     66          0.130231           0.162886             0.116484           0.261868             0.129312           0.166082             0.114815           0.213934
     67          0.130891           0.164103             0.117615           0.259433             0.129995           0.165579             0.115783           0.210915
     68          0.131598           0.172624             0.118645           0.247925             0.130692           0.160883             0.116573           0.230145
     69          0.132329           0.174615             0.119681           0.245159             0.131335           0.167144             0.117701           0.220083
     70          0.133053           0.174505             0.120688           0.257275             0.132085           0.173797             0.118407           0.24658
     71          0.133784           0.168363             0.121825           0.209085             0.132784           0.163287             0.119756           0.263574
     72          0.134456           0.163605             0.122431           0.201837             0.133446           0.165188             0.120603           0.226623
     73          0.135147           0.160728             0.123507           0.272435             0.13416            0.162057             0.121645           0.221145
     74          0.135796           0.158294             0.124701           0.247759             0.134796           0.15015              0.122446           0.214325
     75          0.136466           0.153701             0.125571           0.209583             0.135412           0.144672             0.123431           0.212927
     76          0.137077           0.148556             0.126448           0.205931             0.136002           0.136902             0.124221           0.221313
     77          0.137704           0.152263             0.127287           0.161779             0.136552           0.133492             0.125275           0.206275
     78          0.138345           0.157519             0.127796           0.246321             0.137114           0.130473             0.12594            0.206387
     79          0.139017           0.15514              0.12934            0.291579             0.13764            0.131983             0.126995           0.240878
     80          0.139638           0.138043             0.130226           0.221368             0.138214           0.134442             0.127947           0.233499
     81          0.140167           0.127808             0.131185           0.204603             0.13876            0.131144             0.128941           0.218182
     82          0.140703           0.127808             0.131931           0.170521             0.139307           0.134889             0.129765           0.198002
     83          0.141232           0.135996             0.132606           0.20073              0.139884           0.129746             0.130591           0.199567
     84          0.141837           0.145734             0.133603           0.218048             0.140388           0.127566             0.131428           0.177877
     85          0.142447           0.146398             0.134423           0.215779             0.140947           0.131591             0.132073           0.15384
     86          0.143057           0.140699             0.135402           0.208697             0.141485           0.131032             0.13271            0.197387
     87          0.143619           0.135332             0.136162           0.180812             0.142039           0.132486             0.133718           0.188443
     88          0.144184           0.137933             0.136908           0.197411             0.142589           0.129802             0.134281           0.150933
