  Frame    r_f (m) (Cam 1)    v_f (m/s) (Cam 1)    r_p (m) (Cam 1)    v_p (m/s) (Cam 1)    r_f (m) (Cam 2)    v_f (m/s) (Cam 2)    r_p (m) (Cam 2)    v_p (m/s) (Cam 2)
      0          0.0625372             0.317912          0.0620526            0                  0.0618085             0.272525          0.060923            0
      1          0.0638618             0.494182          0.0620526            0                  0.0629441             0.41785           0.060923            0.00291297
      2          0.0666554             0.743499          0.0620526            0                  0.0652906             0.651427          0.0609472           0
      3          0.0700576             0.849909          0.0620526            0                  0.0683726             0.757265          0.060923           -0.00291297
      4          0.0737379             0.828528          0.0620526            0                  0.0716012             0.757913          0.060923            0.00026972
      5          0.076962              0.770541          0.0620526            0                  0.0746886             0.742539          0.0609252           0.00830737
      6          0.0801591             0.790658          0.0620526            0.0857439          0.077789              0.751655          0.0609922           0.0225486
      7          0.0835509             0.839686          0.0627671            0.154119           0.0809524             0.752842          0.0611131           0.154334
      8          0.0871565             0.848645          0.0633369            0.309393           0.0840627             0.705317          0.0622783           0.563607
      9          0.0906229             0.84161           0.0653454            0.791977           0.08683               0.671171          0.0658098           0.627153
     10          0.0941699             0.846007          0.0699367            0.863595           0.0896558             0.669606          0.0675046           0.935119
     11          0.097673              0.853757          0.072542             0.903114           0.0924101             0.692694          0.0736025           0.588367
     12          0.101285              0.897453          0.0774627            1.26604            0.0954282             0.732991          0.0724076           0.186215
     13          0.105152              0.963245          0.0830924            1.35662            0.0985183             0.756834          0.0751543           0.351984
     14          0.109312              1.0181            0.0887679            0.899157           0.101735              0.786557          0.0753408           0.725816
     15          0.113636              1.05525           0.0905853            0.798628           0.105073              0.808944          0.0812027           0.528975
     16          0.118105              1.08647           0.0954231            0.331103           0.108476              0.821405          0.079749            0.680719
     17          0.12269               1.09576           0.0933445            0.411681           0.111918              0.832841          0.0868754           1.13126
     18          0.127237              1.1028            0.0988538            0.796594           0.115417              0.865099          0.0891761           0.633194
     19          0.13188               1.12775           0.0999828            0.823966           0.119127              0.919259          0.092152            1.24999
     20          0.136635              1.14303           0.10572              0.603725           0.123077              0.952111          0.0995927           0.507613
     21          0.141405              1.13836           0.105014             0.691448           0.127061              0.956642          0.0963821           0.778735
     22          0.146121              1.11951           0.111482             0.819679           0.131049              0.97056           0.106082            1.52888
     23          0.150734              1.1078            0.111845             0.760483           0.135149              0.995374          0.109123            0.168089
     24          0.155353              1.1089            0.11782              0.68117            0.139344              1.03033           0.107483            0.737468
     25          0.159975              1.09901           0.117521             0.463182           0.143735              1.06237           0.115268            0.93555
     26          0.164511              1.07114           0.121679             0.217932           0.148197              1.07613           0.115279            0.509609
     27          0.168901              1.04646           0.119337             0.624721           0.152703              1.07731           0.119515            0.808296
     28          0.173232              1.0264            0.126885             0.688974           0.157175              1.0627            0.122015            0.740759
     29          0.177455              0.994904          0.125078             0.318517           0.161559              1.03869           0.125688            0.300899
     30          0.181522              0.969126          0.12954              0.194573           0.16583               1.02359           0.124522            0.800636
     31          0.185531              0.949064          0.1267               0.461918           0.170089              1.00417           0.13236             0.776254
     32          0.189431              0.92444           0.133389             1.22114            0.174199              0.993864          0.130991            0.371081
     33          0.193234              0.898552          0.136876             0.639672           0.178371              0.994079          0.135452            0.39843
     34          0.196919              0.870905          0.13872              0.292629           0.182483              0.971477          0.134311            0.702836
     35          0.200492              0.830122          0.139315             0.347977           0.186467              0.952111          0.141309            1.01986
     36          0.203837              0.793186          0.141619             0.584268           0.190417              0.949468          0.14281             0.836725
     37          0.207102              0.768452          0.144184             0.689194           0.194379              0.93787           0.148282            0.464889
     38          0.210241              0.698978          0.147363             0.406404           0.198232              0.935604          0.146684            0.690537
     39          0.212927              0.601692          0.14757              0.616092           0.202176              0.902623          0.154037            0.731804
     40          0.215255              0.558765          0.152497             1.18239            0.205754              0.843704          0.152783            0.452257
     41        nan                   nan               nan                  nan                  0.209207              0.81899           0.157805            0.636755
     42        nan                   nan               nan                  nan                  0.212579              0.770129          0.158089            0.688416
     43        nan                   nan               nan                  nan                  0.215624              0.730831          0.163542            1.30874
