  Frame    r_f (m) (Cam 1)    v_f (m/s) (Cam 1)    r_p (m) (Cam 1)    v_p (m/s) (Cam 1)    r_f (m) (Cam 2)    v_f (m/s) (Cam 2)    r_p (m) (Cam 2)    v_p (m/s) (Cam 2)
      0          0.0626417             0.185197          0.0620904           0                   0.0621815             0.135661          0.0615424           0
      1          0.0634134             0.186684          0.0620904           0                   0.0627468             0.179459          0.0615424           0
      2          0.0641974             0.205138          0.0620904           0                   0.063677              0.381978          0.0615424           0
      3          0.0651229             0.330292          0.0620904           0                   0.0659299             0.603831          0.0615424           0
      4          0.0669499             0.494116          0.0620904           0                   0.0687089             0.754452          0.0615424           0
      5          0.0692405             0.70647           0.0620904           0                   0.072217              0.878339          0.0615424           0
      6          0.0728371             0.885443          0.0620904           0                   0.0760284             0.888168          0.0615424           0
      7          0.0766192             0.926096          0.0620904           0                   0.0796184             0.874343          0.0615424           0
      8          0.0805546             0.917172          0.0620904           0                   0.0833146             0.865378          0.0615424           0
      9          0.0842623             0.889243          0.0620904           0.00402123          0.0868299             0.821202          0.0615424           0.00502248
     10          0.0879649             0.88996           0.0621239           0.0504031           0.090158              0.786531          0.0615843           0.0472545
     11          0.0916786             0.874205          0.0625104           0.0873654           0.0933843             0.776756          0.0619362           0.0995855
     12          0.09525               0.863353          0.062852            0.157489            0.0966309             0.765253          0.0624142           0.108226
     13          0.0988732             0.89657           0.0638228           0.215053            0.0997614             0.760014          0.0628381           0.132907
     14          0.102721              0.932541          0.0646441           0.269368            0.102964              0.769411          0.0635217           0.240863
     15          0.106644              0.941905          0.0660676           0.308864            0.106173              0.775568          0.0648453           0.298378
     16          0.110571              0.945706          0.0672179           0.530252            0.109427              0.795333          0.0660082           0.311556
     17          0.114525              0.945541          0.0704863           0.548045            0.112801              0.795117          0.0674416           0.256848
     18          0.11845               0.943558          0.071785            0.537854            0.116053              0.787611          0.0681486           0.300268
     19          0.122388              0.972533          0.0749685           0.775712            0.119364              0.804946          0.0699438           0.600321
     20          0.126555              1.02718           0.0782493           0.757479            0.122761              0.824334          0.0731513           0.752615
     21          0.130948              1.09361           0.0812808           0.701127            0.126234              0.853011          0.0762156           0.779672
     22          0.135668              1.12517           0.084092            0.767395            0.12987               0.891787          0.0796486           0.663939
     23          0.140325              1.13134           0.0876757           0.792513            0.133665              0.909878          0.0817485           0.839078
     24          0.145096              1.11311           0.0906963           0.871836            0.137452              0.928996          0.0866409           0.889032
     25          0.1496                1.06877           0.094941            0.703551            0.141407              0.968852          0.0891571           0.555821
     26          0.154002              1.06513           0.0965592           0.614422            0.145526              0.996233          0.0912727           0.666801
     27          0.158477              1.07202           0.100061            1.02261             0.149709              1.01319           0.0947137           1.01227
     28          0.162936              1.05687           0.105081            1.00189             0.153969              1.02561           0.0997083           0.976143
     29          0.167284              1.04414           0.10841             0.828484            0.158256              1.03312           0.102848            0.728637
     30          0.171637              1.04018           0.111985            0.865557            0.162578              1.04937           0.10578             0.915927
     31          0.175952              1.03902           0.115623            0.903841            0.167                 1.05828           0.110481            0.798358
     32          0.180295              1.04023           0.119517            0.84804             0.171397              1.06363           0.112433            0.44727
     33          0.184621              1.03808           0.12269             0.903786            0.175864              1.05704           0.114208            0.927862
     34          0.188946              1.03511           0.127048            0.849802            0.180206              1.02518           0.120165            1.20059
     35          0.193246              1.03103           0.129772            0.821819            0.184407              1.0221            0.124213            0.831679
     36          0.197538              1.01622           0.133897            0.771306            0.188724              1.01918           0.127096            0.743219
     37          0.201715              0.995723          0.1362              0.704983            0.1929                0.997313          0.130407            0.692886
     38          0.205836              0.978757          0.139772            0.926757            0.197035              0.995855          0.13287             0.597567
     39          0.209871              0.925435          0.143923            0.724648            0.201199              0.991102          0.135386            0.885252
     40          0.213548              0.781441          0.145811            0.660914            0.205294              0.951786          0.140247            1.00352
     41          0.216383              0.580325          0.14943             0.861591            0.209131              0.916197          0.143749            0.834163
     42          0.218384              0.40989           0.15299             0.507997            0.212929              0.906778          0.147199            0.952812
     43          0.219799              0.339657          0.153663            0.16151             0.216687              0.858274          0.151689            0.891463
     44        nan                   nan               nan                 nan                   0.220081              0.710809          0.154627            0.752615
     45        nan                   nan               nan                 nan                   0.222611              0.491668          0.157961            0.653084
     46        nan                   nan               nan                 nan                   0.224178              0.299537          0.16007             0.83843
     47        nan                   nan               nan                 nan                   0.225107              0.222868          0.164948            1.17072
