  Frame    r_f (m) (Cam 1)    v_f (m/s) (Cam 1)    r_p (m) (Cam 1)    v_p (m/s) (Cam 1)    r_f (m) (Cam 2)    v_f (m/s) (Cam 2)    r_p (m) (Cam 2)    v_p (m/s) (Cam 2)
      0          0.062671              0.563321          0.0622485            0.0020549          0.0613995             0.136511          0.0614908          0
      1          0.0650182             0.843749          0.0622571            0.0126129          0.0619682             0.386892          0.0614908          0.000279506
      2          0.0697023             1.20635           0.0623536            0.0286978          0.0646236             0.80587           0.0614931          0.126896
      3          0.0750711             1.36663           0.0624962            0.0559784          0.0686838             1.04049           0.0625482          0.400476
      4          0.0810909             1.45921           0.0628201            0.643869           0.0732943             1.23586           0.0648304          1.18935
      5          0.0872313             1.50702           0.0678618            1.81168            0.0789827             1.39803           0.0724595          1.36516
      6          0.0936493             1.60409           0.0779174            2.22607            0.0849445             1.43336           0.0762067          1.20858
      7          0.100599              1.75121           0.0864124            1.94117            0.0909274             1.4522            0.082531           1.41966
      8          0.108243              1.89464           0.0940939            2.13628            0.0970462             1.45091           0.0880373          1.25202
      9          0.116387              2.03857           0.104215             2.39928            0.103018              1.42436           0.0929645          1.33073
     10          0.125231              2.16321           0.114088             2.02188            0.108916              1.42934           0.0991267          1.60336
     11          0.134414              2.22443           0.121064             1.97825            0.114929              1.5223            0.106326           1.76731
     12          0.143768              2.2734            0.130573             1.96185            0.121602              1.69403           0.113854           1.92495
     13          0.153359              2.28712           0.137413             1.77317            0.129046              1.88286           0.122367           1.82249
     14          0.162827              2.21712           0.14535              1.60228            0.137292              2.03307           0.129042           1.63013
     15          0.171835              2.10489           0.150765             1.58896            0.145989              2.07566           0.135952           1.45416
     16          0.180368              1.93154           0.158591             1.58627            0.154589              2.0433            0.14116            1.48322
     17          0.187931              1.69469           0.163984             0.947451           0.163016              2.02921           0.148312           1.5057
     18          0.19449               1.49288           0.166486             0.293653           0.171499              2.02753           0.153707           1.57585
     19          0.200372              1.31849           0.166431             0.180285           0.179912              1.99701           0.161444           1.48686
     20          0.205478              1.21606           0.167989            -1.04897            0.188141              1.94726           0.166098           1.4503
     21          0.210506              1.14249           0.157689            -0.828625           0.196139              1.88722           0.17353            1.64567
     22          0.214998              1.08623           0.161084            -0.988594           0.203868              1.79476           0.179812           1.67407
     23          0.219558              0.950815          0.149451            -0.132485           0.211096              1.61577           0.18748            1.64718
     24          0.222922              0.649677          0.15998              0.509894           0.217333              1.19796           0.193538           1.61364
     25          0.224972              0.491912          0.1537              -1.50704            0.221079              0.660639          0.200927           1.31317
     26        nan                   nan               nan                  nan                  0.222838              0.422277          0.204481           0.852939
