  Frame    r_f (m) (Cam 1)    v_f (m/s) (Cam 1)    r_p (m) (Cam 1)    v_p (m/s) (Cam 1)    r_f (m) (Cam 2)    v_f (m/s) (Cam 2)    r_p (m) (Cam 2)    v_p (m/s) (Cam 2)
      0          0.0628814             0.619296          0.0622284           0.0256183           0.0618613             0.179375          0.0611144          0
      1          0.0654618             0.714863          0.0623352          -0.00100246          0.0626087             0.306215          0.0611144          0.0069973
      2          0.0688386             0.886339          0.0622201          -0.0138116           0.0644131             0.516856          0.0611727          0.00261011
      3          0.072848              0.970768          0.0622201           0                   0.0669159             0.634866          0.0611362          0.000610876
      4          0.0769284             0.955063          0.0622201           0.0180442           0.0697037             0.733106          0.0611778         -0.00261011
      5          0.0808069             0.90171           0.0623705           0.125251            0.0730251             0.815408          0.0611144         -0.00522021
      6          0.0844426             0.860387          0.0632639           0.265985            0.0764988             0.818129          0.0611343          0.0605878
      7          0.0879767             0.833097          0.064587            0.345903            0.0798428             0.816685          0.0616193          0.208198
      8          0.0913851             0.807423          0.0661464           0.420586            0.0833045             0.838455          0.0628693          0.31138
      9          0.0947053             0.823741          0.0680919           0.538542            0.08683               0.850117          0.0642141          0.35192
     10          0.0982496             0.885058          0.0706342           0.671423            0.0903888             0.856725          0.065802           0.454047
     11          0.102081              0.925992          0.0736871           0.731571            0.0939693             0.84212           0.0679979          0.562172
     12          0.105966              0.932898          0.0767307           0.747666            0.0974064             0.831124          0.0704867          0.62276
     13          0.109855              0.925156          0.0799176           0.76688             0.100895              0.855559          0.0731875          0.621927
     14          0.113676              0.923653          0.0831213           0.808092            0.104536              0.881327          0.0756694          0.653248
     15          0.117552              0.931115          0.0866517           0.787374            0.10824               0.907706          0.0786313          0.683348
     16          0.121435              0.974722          0.0896828           0.756187            0.1121                0.940804          0.081364           0.657802
     17          0.125675              1.04946           0.0929533           0.819731            0.11608               0.953799          0.0841129          0.644363
     18          0.130181              1.08121           0.0965139           0.868295            0.120049              0.954521          0.0867337          0.703451
     19          0.134685              1.07892           0.100189            0.827194            0.124034              0.957409          0.089975           0.73977
     20          0.139172              1.08026           0.103407            0.816557            0.128027              0.963073          0.0928985          0.721944
     21          0.143687              1.08839           0.106994            0.82725             0.13206               0.975624          0.0959912          0.710504
     22          0.148242              1.1125            0.110301            0.849638            0.136157              0.997116          0.0988193          0.693122
     23          0.152958              1.1041            0.114074            0.85259             0.140369              1.02372           0.101767           0.664744
     24          0.157442              1.07363           0.117406            0.835882            0.144688              1.03682           0.104359           0.671574
     25          0.161905              1.07229           0.12104             0.846965            0.149009              1.05476           0.107364           0.710893
     26          0.166378              1.06411           0.124464            0.878097            0.153478              1.05865           0.110283           0.762373
     27          0.170772              1.05152           0.128357            0.915577            0.157831              1.03932           0.113717           0.759374
     28          0.175141              1.03676           0.132094            0.844904            0.162139              1.0326            0.116611           0.734495
     29          0.179412              1.022             0.135398            0.809373            0.166436              1.03294           0.119838           0.814964
     30          0.183658              1.00463           0.138838            0.850084            0.170747              1.02194           0.123402           0.792028
     31          0.187784              0.979233          0.142482            0.811934            0.174952              1.02172           0.126438           0.725942
     32          0.191818              0.95484           0.145605            0.822182            0.179261              1.02783           0.129452           0.796304
     33          0.195741              0.928999          0.149334            0.795171            0.183518              1.01972           0.133074           0.8063
     34          0.199559              0.900206          0.152231            0.737753            0.187759              1.01833           0.136171           0.78031
     35          0.203243              0.87275           0.155482            0.775345            0.192004              1.016             0.139576           0.820295
     36          0.206832              0.861556          0.158692            0.770555            0.196225              1.00806           0.143007           0.836733
     37        nan                   nan               nan                 nan                   0.200404              0.997393          0.146549           0.782643
     38        nan                   nan               nan                 nan                   0.204537              0.99184           0.149529           0.715169
