  Frame    r_f (m) (Cam 1)    v_f (m/s) (Cam 1)    r_p (m) (Cam 1)    v_p (m/s) (Cam 1)    r_f (m) (Cam 2)    v_f (m/s) (Cam 2)    r_p (m) (Cam 2)    v_p (m/s) (Cam 2)
      0          0.0640792          0.122079             0.0621006          0                    0.0636199          0.136922             0.0618917          0
      1          0.0645879          0.130092             0.0621006          0                    0.0641904          0.136061             0.0618917          0
      2          0.0651633          0.137649             0.0621006          0                    0.0647537          0.143112             0.0618917          0
      3          0.065735           0.143814             0.0621006          0                    0.065383           0.146933             0.0618917          0
      4          0.0663618          0.162583             0.0621006          0                    0.0659782          0.153392             0.0618917          0
      5          0.0670898          0.173268             0.0621006          0.00634962           0.0666612          0.180841             0.0618917          0
      6          0.0678057          0.17722              0.0621535          0.00347717           0.0674852          0.193166             0.0618917          0
      7          0.0685667          0.186958             0.0621296         -0.00298583           0.068271           0.194188             0.0618917          0
      8          0.0693636          0.190258             0.0621287          0.00457324           0.0691034          0.189676             0.0618917          0
      9          0.0701521          0.192025             0.0621677          0.00268347           0.0698516          0.184877             0.0618917          0
     10          0.0709638          0.201956             0.062151           0.00336379           0.070644           0.185891             0.0618917          0
     11          0.0718351          0.202094             0.0621957          0.00805041           0.0714007          0.179118             0.0618917          0
     12          0.072648           0.188491             0.0622181         -0.0114142            0.0721367          0.178904             0.0618917          0
     13          0.0734059          0.206299             0.0621006          0.0111874            0.0728915          0.175835             0.0618917          0
     14          0.0743671          0.223673             0.0623113          0.0409324            0.073602           0.168462             0.0618917          0
     15          0.0752698          0.216681             0.0624417          0.0769136            0.0742954          0.181917             0.0618917          0
     16          0.0761728          0.215795             0.0629523         -0.00351497           0.075118           0.188914             0.0618917          0
     17          0.0770681          0.226003             0.0624124         -0.00925987           0.0758697          0.198987             0.0618917          0.000699681
     18          0.0780562          0.245888             0.0628751          0.0301985            0.0767762          0.227027             0.0618976          0.00952643
     19          0.0791172          0.259177             0.0626641          0.0270993            0.0777616          0.241939             0.0619711          0.0103876
     20          0.080216           0.276482             0.0631009          0.0185953            0.0787924          0.256506             0.0619841          0.0438108
     21          0.0814212          0.284938             0.0628191         -0.0829986            0.0798991          0.269666             0.0623362         -0.00559745
     22          0.0825904          0.292098             0.0624093         -0.0196158            0.0810396          0.279442             0.0619375         -0.0311627
     23          0.0838553          0.288425             0.0626556          0.0743057            0.0822278          0.30287              0.0620765          0.0476322
     24          0.084994           0.273627             0.0630285          0.0578269            0.0835635          0.316205             0.0623344          0.00758885
     25          0.0861356          0.282015             0.0631375          0.0407434            0.0848628          0.323576             0.0621398          0.0376213
     26          0.0873441          0.281423             0.063368           0.0345331            0.0862599          0.324058             0.0626479          0.178311
     27          0.0884807          0.279237             0.0634253         -0.0316347            0.0875633          0.322069             0.0636257          0.009957
     28          0.0896711          0.288768             0.0631044         -0.0387248            0.0889439          0.327397             0.0627309         -0.0747044
     29          0.0908871          0.286453             0.0631026          0.150067             0.0902916          0.321638             0.0630032          0.119376
     30          0.0920582          0.281812             0.064355           0.216186             0.0916242          0.311877             0.0637257          0.0833159
     31          0.0932356          0.279566             0.0649041          0.143454             0.0928906          0.315746             0.0636975          0.141766
     32          0.0943879          0.288258             0.0655504          0.0618998            0.0942554          0.31951              0.0649071          0.19688
     33          0.0956377          0.296133             0.0654199          0.0227881            0.0955532          0.299065             0.0653381          0.0652318
     34          0.0968557          0.276029             0.0657403          0.179062             0.0967476          0.306348             0.0654507          0.112918
     35          0.097938           0.267871             0.0669121          0.222768             0.0981061          0.317917             0.0662791          0.266363
     36          0.099088           0.267642             0.0675967          0.116469             0.0993969          0.320481             0.0676704          0.477506
     37          0.100168           0.266679             0.0678827          0.229605             0.100777           0.33556              0.0702583          0.195211
     38          0.10131            0.272788             0.0695101          0.348618             0.102193           0.343623             0.0692972          0.127773
     39          0.102442           0.276241             0.0707878          0.243024             0.10364            0.348154             0.0713231          0.219915
     40          0.103612           0.265175             0.0715353          0.277311             0.105095           0.342868             0.0711298          0.335255
     41          0.104651           0.255468             0.0730988          0.205947             0.106498           0.337498             0.0741169          0.408076
     42          0.105741           0.252134             0.0732515          0.166048             0.107907           0.334532             0.0745304          0.196557
     43          0.106752           0.244349             0.0744825          0.314276             0.109285           0.32363              0.0757549          0.286331
     44          0.107777           0.243615             0.0758705          0.298647             0.110604           0.313188             0.0769165          0.407484
     45          0.108783           0.232697             0.0769712          0.0246746            0.111895           0.303662             0.0791506          0.432188
     46          0.109717           0.233763             0.0760761          0.337447             0.113134           0.287677             0.0805181          0.347849
     47          0.110731           0.265944             0.0797833          0.427672             0.114293           0.27274              0.0820493          0.292144
     48          0.111933           0.259422             0.07964            0.296153             0.115407           0.273217             0.0829526          0.219915
     49          0.112892           0.2554               0.0822512          0.153472             0.116569           0.267886             0.0838819         -0.0319701
     50          0.114061           0.253832             0.080919           0.237538             0.11764            0.246038             0.0826862          0.282564
     51          0.115008           0.209741             0.0842307          0.455114             0.11862            0.272471             0.0862366          0.325944
     52          0.115809           0.206801             0.0847116          0.0759077            0.11991            0.288115             0.0854024          0.136976
     53          0.116731           0.214601             0.0848633          0.289619             0.121021           0.261143             0.0873781          0.650865
     54          0.117597           0.187287             0.0871251          0.0598083            0.122086           0.265349             0.0908263          0.495859
     55          0.118292           0.176949             0.0853617         -0.127516             0.123232           0.271141             0.0915102          0.180464
