  Frame    r_f (m) (Cam 1)    v_f (m/s) (Cam 1)    r_p (m) (Cam 1)    v_p (m/s) (Cam 1)    r_f (m) (Cam 2)    v_f (m/s) (Cam 2)    r_p (m) (Cam 2)    v_p (m/s) (Cam 2)
      0          0.0629233          0.123889             0.0617553         -0.00219856           0.0633133          0.130262             0.0613565         -0.00778188
      1          0.0634395          0.150711             0.0617462          0.00104432           0.063856           0.142273             0.0613241         -0.00332703
      2          0.0641792          0.1755               0.061764           0                    0.0644989          0.139566             0.0613288          0.0161277
      3          0.064902           0.176874             0.0617462         -0.0021436            0.0650191          0.136408             0.0614585          0.0151126
      4          0.0656532          0.179568             0.0617462          0                    0.0656356          0.155694             0.0614547         -0.00479318
      5          0.0663984          0.187427             0.0617462          0                    0.0663165          0.189133             0.0614185         -5.63904e-05
      6          0.0672151          0.201059             0.0617462          0.00445209           0.0672117          0.215637             0.0614543          0.0147743
      7          0.0680739          0.204906             0.0617833          0.0126967            0.0681135          0.218851             0.0615417          0.0381763
      8          0.0689226          0.209138             0.061852           0.0218757            0.0690355          0.229847             0.0617724          0.0664279
      9          0.0698167          0.221835             0.0619656          0.0526006            0.0700289          0.254772             0.0620952          0.0554882
     10          0.0707713          0.230189             0.0622903          0.0796429            0.0711586          0.276257             0.0622348          0.0715594
     11          0.071735           0.22975              0.0626293          0.105476             0.072331           0.286125             0.0626916          0.101728
     12          0.0726858          0.224308             0.0631693          0.144226             0.073543           0.306313             0.0630825          0.0848112
     13          0.0736042          0.226177             0.0638311          0.174016             0.0748836          0.340091             0.0633983          0.111709
     14          0.0745706          0.245909             0.0646194          0.199849             0.076377           0.351707             0.0640134          0.179547
     15          0.0756534          0.265476             0.0654965          0.232113             0.0778145          0.341895             0.0648945          0.20825
     16          0.076783           0.27537              0.0665537          0.25267              0.0792262          0.342515             0.0657489          0.232836
     17          0.0779482          0.287132             0.0676021          0.272182             0.0806688          0.346124             0.0668348          0.252629
     18          0.0791757          0.294387             0.0688219          0.310987             0.0821105          0.344996             0.0678541          0.239321
     19          0.0804014          0.303017             0.0701937          0.339623             0.0835438          0.346463             0.0688292          0.256858
     20          0.0817009          0.310217             0.0716521          0.308898             0.0849977          0.344827             0.0699946          0.282741
     21          0.0829866          0.309942             0.0727678          0.285758             0.0864174          0.33135              0.0711854          0.316801
     22          0.0842837          0.317088             0.0740334          0.322639             0.087759           0.320128             0.0726346          0.33744
     23          0.085629           0.328355             0.0754565          0.343251             0.0890851          0.318267             0.0739974          0.358925
     24          0.08702            0.336985             0.0768938          0.324838             0.0904112          0.320523             0.0756256          0.352609
     25          0.0884372          0.331213             0.0781635          0.338469             0.0917561          0.326218             0.0769358          0.347421
     26          0.0897801          0.323463             0.0797144          0.31368              0.0931297          0.332478             0.0785208          0.349169
