  Frame    r_f (m) (Cam 1)    v_f (m/s) (Cam 1)    r_p (m) (Cam 1)    v_p (m/s) (Cam 1)    r_f (m) (Cam 2)    v_f (m/s) (Cam 2)    r_p (m) (Cam 2)    v_p (m/s) (Cam 2)
      0          0.0617567             0.291842          0.0614271           0                   0.0616437             0.149624          0.0613383            0
      1          0.0629727             0.394907          0.0614271           0                   0.0622672             0.266794          0.0613383            0
      2          0.0650476             0.514883          0.0614271           0                   0.063867              0.44855           0.0613383            0
      3          0.0672634             0.527828          0.0614271           0                   0.0660051             0.525784          0.0613383            0.012056
      4          0.0694461             0.548816          0.0614271           0                   0.0682485             0.560068          0.0614388            0.0188914
      5          0.0718369             0.556307          0.0614271           0.004517            0.0706723             0.609745          0.0614957            0.0917121
      6          0.074082              0.559998          0.0614647           0.00650008          0.0733297             0.644891          0.062203             0.0749197
      7          0.0765035             0.587045          0.0614813           0.00782213          0.0760464             0.663352          0.06212             -0.036814
      8          0.0789741             0.620757          0.0615299           0.182883            0.0788577             0.707378          0.0618962            0.162918
      9          0.0816765             0.671271          0.0630053           0.522871            0.0819412             0.740209          0.0634777            0.181594
     10          0.084568              0.719415          0.0658872           0.402123            0.0850261             0.747906          0.0634095            0.265287
     11          0.0876716             0.78045           0.0663563           0.455666            0.0881738             0.749682          0.0656884            0.568141
     12          0.0910718             0.856027          0.0696844           1.15376             0.0912734             0.75388           0.068144             0.862922
     13          0.0948052             0.90935           0.075971            1.41487             0.0944561             0.769057          0.0728794            1.11346
     14          0.0986497             0.934909          0.081475            1.40495             0.0976822             0.771964          0.0774229            1.35491
     15          0.102596              0.965096          0.087679            1.28101             0.100889              0.790963          0.0841703            1.3302
     16          0.106692              0.986139          0.0921501           0.973138            0.104274              0.83838           0.0885079            1.01664
     17          0.110814              0.980961          0.0957884           1.16605             0.107876              0.848068          0.0926423            0.886604
     18          0.114867              0.990711          0.101867            1.09174             0.111341              0.862277          0.0958963            0.789994
     19          0.11907               1.01765           0.104886            0.700135            0.115061              0.90641           0.0992256            0.595913
     20          0.123347              1.02238           0.107702            1.13123             0.118894              0.925248          0.100862             1.1739
     21          0.12759               1.01572           0.114313            0.907532            0.122772              0.955549          0.109008             1.37439
     22          0.131812              0.988177          0.115264            1.03103             0.126857              1.00566           0.112315             1.23348
     23          0.135825              0.937719          0.122905            1.11647             0.131152              1.03547           0.119287             1.22729
     24          0.139626              0.890345          0.124568            0.807331            0.135486              1.04043           0.122543             1.12708
     25          0.143244              0.8449            0.129633            0.757865            0.139822              1.03585           0.128679             0.959532
     26          0.146667              0.795488          0.130884            0.624117            0.144118              1.03962           0.130539             1.01475
     27          0.149873              0.756543          0.134834            0.665266            0.148486              1.04446           0.137136             1.14785
     28          0.152971              0.726466          0.136428            0.561265            0.152822              1.03811           0.140104             1.04177
     29          0.155927              0.685262          0.139511            0.386204            0.157137              1.02143           0.145817             0.915345
     30          0.158682              0.666974          0.139646            0.24188             0.161334              1.0041            0.147732             0.922934
     31          0.161485              0.648961          0.141527            0.306165            0.165504              0.993117          0.153508             1.02051
     32          0.16409               0.616681          0.142197            0.429446            0.16961               0.978316          0.156237             0.819381
     33          0.166624              0.607151          0.145105            0.0775051           0.173657              0.946292          0.160336             0.773471
     34          0.169149              0.598613          0.142843            0.148125            0.177496              0.91303           0.162682             0.874978
     35          0.171613              0.579278          0.14634             0.954409            0.181265              0.891986          0.167628             0.848229
     36          0.173977              0.545125          0.150797            0.365271            0.184929              0.847745          0.169751             0.743546
     37          0.176155              0.517913          0.149384            0.108353            0.18833               0.800974          0.173824             0.793492
     38          0.178293              0.4934            0.1517             -0.0571786           0.191604              0.771856          0.176363             0.523631
     39          0.180267              0.473349          0.148907            0.0623567           0.194762              0.746076          0.178188             0.534341
     40          0.182237              0.463654          0.152219            0.0705093           0.197821              0.733124          0.180816             0.556031
     41          0.184131              0.456823          0.149495            0.0460514           0.200871              0.715432          0.182821             0.716904
     42          0.186044              0.437708          0.152603            0.287215            0.203783              0.698134          0.18679              0.717873
     43          0.187778              0.418043          0.151888            0.520392            0.206689              0.645683          0.188804             0.534503
     44          0.189528              0.417272          0.15694             0.00710602          0.209164              0.594163          0.191244             0.519325
     45          0.191256              0.386865          0.151948           -0.206185            0.211641              0.56752           0.193131             0.551241
     46          0.192752              0.359047          0.155221            0.785738            0.213893              0.524196          0.195838             0.449787
     47        nan                   nan               nan                 nan                   0.216009              0.483662          0.19688              0.441176
     48        nan                   nan               nan                 nan                   0.217923              0.397815          0.199515             0.498873
     49        nan                   nan               nan                 nan                   0.219324              0.309249          0.201037             0.334448
     50        nan                   nan               nan                 nan                   0.220501              0.263391          0.202302            -0.0839696
     51        nan                   nan               nan                 nan                   0.221519              0.244429          0.200337            -0.471493
