  Frame    r_f (m) (Cam 1)    v_f (m/s) (Cam 1)    r_p (m) (Cam 1)    v_p (m/s) (Cam 1)    r_f (m) (Cam 2)    v_f (m/s) (Cam 2)    r_p (m) (Cam 2)    v_p (m/s) (Cam 2)
      0          0.0623918             0.127758                nan                  nan          0.0614759             0.170186                nan                  nan
      1          0.0629241             0.218313                nan                  nan          0.062185              0.184058                nan                  nan
      2          0.0642111             0.341225                nan                  nan          0.0630097             0.209152                nan                  nan
      3          0.0657677             0.388675                nan                  nan          0.0639279             0.276144                nan                  nan
      4          0.06745               0.4036                  nan                  nan          0.0653109             0.338906                nan                  nan
      5          0.069131              0.425487                nan                  nan          0.0667521             0.360053                nan                  nan
      6          0.0709958             0.442195                nan                  nan          0.0683113             0.382101                nan                  nan
      7          0.072816              0.451273                nan                  nan          0.0699363             0.401218                nan                  nan
      8          0.0747564             0.474886                nan                  nan          0.0716548             0.406349                nan                  nan
      9          0.0767734             0.497609                nan                  nan          0.0733226             0.422646                nan                  nan
     10          0.0789031             0.514817                nan                  nan          0.0751769             0.442834                nan                  nan
     11          0.0810635             0.540491                nan                  nan          0.0770128             0.44492                 nan                  nan
     12          0.0834072             0.572848                nan                  nan          0.0788845             0.455409                nan                  nan
     13          0.0858372             0.596518                nan                  nan          0.0808079             0.455804                nan                  nan
     14          0.0883782             0.616121                nan                  nan          0.0826829             0.463191                nan                  nan
     15          0.0909716             0.632328                nan                  nan          0.0846678             0.481969                nan                  nan
     16          0.0936476             0.663237                nan                  nan          0.0866993             0.490427                nan                  nan
     17          0.0964986             0.69732                 nan                  nan          0.0887547             0.50069                 nan                  nan
     18          0.0994586             0.727283                nan                  nan          0.0908717             0.523472                nan                  nan
     19          0.102559              0.750005                nan                  nan          0.093117              0.541235                nan                  nan
     20          0.105709              0.771892                nan                  nan          0.095382              0.557363                nan                  nan
     21          0.108992              0.803247                nan                  nan          0.0977617             0.592607                nan                  nan
     22          0.112402              0.833933                nan                  nan          0.10032               0.626723                nan                  nan
     23          0.115941              0.85064                 nan                  nan          0.102984              0.658809                nan                  nan
     24          0.119491              0.862224                nan                  nan          0.10581               0.685256                nan                  nan
     25          0.123126              0.879879                nan                  nan          0.108695              0.722699                nan                  nan
     26          0.126823              0.884446                nan                  nan          0.111833              0.764485                nan                  nan
     27          0.130497              0.894025                nan                  nan          0.115066              0.782924                nan                  nan
     28          0.134274              0.895473                nan                  nan          0.118357              0.811571                nan                  nan
     29          0.137959              0.885002                nan                  nan          0.121829              0.844221                nan                  nan
     30          0.141649              0.881271                nan                  nan          0.125393              0.842755                nan                  nan
     31          0.145303              0.876983                nan                  nan          0.128852              0.841796                nan                  nan
     32          0.148957              0.874143                nan                  nan          0.132407              0.841796                nan                  nan
     33          0.152587              0.870801                nan                  nan          0.135867              0.835424                nan                  nan
     34          0.156213              0.863227                nan                  nan          0.139369              0.826063                nan                  nan
     35          0.159781              0.851532                nan                  nan          0.14275               0.810838                nan                  nan
     36          0.16331               0.842008                nan                  nan          0.146126              0.805368                nan                  nan
     37          0.166798              0.838667                nan                  nan          0.149462              0.793526                nan                  nan
     38          0.170298              0.835604                nan                  nan          0.152739              0.790368                nan                  nan
     39          0.173761              0.824744                nan                  nan          0.156048              0.780556                nan                  nan
     40          0.177171              0.808482                nan                  nan          0.159244              0.776327                nan                  nan
     41          0.180498              0.800183                nan                  nan          0.162518              0.778188                nan                  nan
     42          0.183839              0.794002                nan                  nan          0.165729              0.762849                nan                  nan
     43          0.187115              0.785035                nan                  nan          0.168875              0.756534                nan                  nan
     44          0.190381              0.782808                nan                  nan          0.172033              0.750105                nan                  nan
     45          0.193638              0.776626                nan                  nan          0.175126              0.736064                nan                  nan
     46          0.196853              0.766434                nan                  nan          0.178167              0.72456                 nan                  nan
     47          0.200025              0.76326                 nan                  nan          0.181164              0.713395                nan                  nan
     48          0.203214              0.755017                nan                  nan          0.184112              0.702117                nan                  nan
     49          0.206317              0.739702                nan                  nan          0.187015              0.685087                nan                  nan
     50          0.209378              0.724609                nan                  nan          0.189821              0.673696                nan                  nan
     51          0.212356              0.707456                nan                  nan          0.192629              0.66817                 nan                  nan
     52          0.215273              0.688075                nan                  nan          0.195389              0.653847                nan                  nan
     53          0.21809               0.668583                nan                  nan          0.198077              0.639918                nan                  nan
     54          0.220845              0.661287                nan                  nan          0.200722              0.633885                nan                  nan
     55        nan                   nan                       nan                  nan          0.20336               0.631347                nan                  nan
     56        nan                   nan                       nan                  nan          0.205983              0.627512                nan                  nan
     57        nan                   nan                       nan                  nan          0.208589              0.623678                nan                  nan
     58        nan                   nan                       nan                  nan          0.21118               0.621873                nan                  nan
